Societe;Facture;Date d'echeance;Montant du;Montant total;Client;Document d'origine
Cheinmalt distribution;FAC/2021/0601;2021-02-02;911520.0;911520.0;MAGASIN SOAFENO;VCHD14961
Cheinmalt distribution;FAC/2021/0602;2021-02-02;71100.0;71100.0;TECHNIFROID MADAGASCAR;VCHD14971
Cheinmalt distribution;FAC/2021/0595;2021-02-02;447300.0;447300.0;BZ RAVELOMANANTSOA TSIRY;VCHD14963
Cheinmalt distribution;FAC/2021/0577;2021-02-02;7774001.2;7800001.2;QUINCAILLERIE 2000 MADAGASCAR SARL;VCHD14945
Quincaillerie de La Mer;FAC/2021/1199;2021-02-02;1641120.2;1641120.2;LEONG BTP ;VQLM53008
Quincaillerie de La Mer;FAC/2021/1198;2021-02-02;17550.0;17550.0;LEONG BTP ;VQLM53010
Cheinmalt distribution;FAC/2021/0587;2021-02-02;2562248.7;2562248.7;MOURTAZA VALIBHAY;VCHD14948
Cheinmalt distribution;FAC/2021/0592;2021-02-02;3423394.79;3423394.79;AIDBAT TRADING;VCHD14957
Cheinmalt distribution;FAC/2021/0590;2021-02-02;5265000.0;5265000.0;Quincaillerie de La Mer;VCHD14956
Cheinmalt distribution;FAC/2021/0589;2021-02-02;262310.4;262310.4;TAHERY;VCHD14955
Cheinmalt distribution;FAC/2021/0588;2021-02-02;721056.0;721056.0;ENTREPRISE KOZE KOZE;VCHD14954
Quincaillerie de La Mer;FAC/2021/1179;2021-02-02;44500.39;44500.39;TROPICAL BOAT;VQLM52985
Cheinmalt distribution;FAC/2021/0586;2021-02-02;504000.0;504000.0;VIMA SERV SARL;VCHD14953
Codigaz sarl;FAC/2021/0055;2021-02-02;1599500.13;1599500.13;ISLAND TRADE;VCDG2220
Cheinmalt distribution;FAC/2021/0584;2021-02-02;459129.6;459129.6;TRANOMBAROTRA VAOVAO YOUSSOUF;VCHD14922
Cheinmalt distribution;FAC/2021/0583;2021-02-02;12510.0;12510.0;TROPICAL WOOD;VCHD14952
Cheinmalt distribution;FAC/2021/0582;2021-02-02;658368.0;658368.0;QUINCAILLERIE SOA;VCHD14629
Cheinmalt distribution;FAC/2021/0545;2021-01-30;1367210.88;1367210.88;QUINCAILLERIE SOA;VCHD14836
Cheinmalt distribution;FAC/2021/0581;2021-02-02;216032.48;216032.48;TSIRY SOUDEUR;VCHD14950
Cheinmalt distribution;FAC/2021/0579;2021-02-02;18.0;18.0;BHAIDJY Mourtouza;VCHD14944
Quincaillerie de La Mer;FAC/2021/1170;2021-02-02;187500.0;187500.0;BHAIDJY Mourtouza;VQLM52972
Cheinmalt distribution;FAC/2021/0580;2021-02-02;13187996.64;13187996.64;QUINCAILLERIE 2000 MADAGASCAR SARL;VCHD14947
Cheinmalt distribution;FAC/2021/0578;2021-02-02;14473151.36;14473151.36;ROUNAKALA;VCHD14946
Cheinmalt distribution;FAC/2021/0576;2021-02-01;683078.4;683078.4;QUINCAILLERIE SOA;VCHD14939
Cheinmalt distribution;FAC/2021/0575;2021-02-01;1836000.0;1836000.0;FATEALY DIEGO;VCHD14820
Cheinmalt distribution;FAC/2021/0570;2021-02-01;2592000.0;2592000.0;Quincaillerie de La Mer;VCHD14940
Quincaillerie de La Mer;FAC/2021/1167;2021-02-01;349999.99;349999.99;FIBASOM;VQLM52965
Cheinmalt distribution;FAC/2021/0572;2021-02-01;605145.6;605145.6;ZOUZOU TSARA MANDRY;VCHD14941
Cheinmalt distribution;FAC/2021/0573;2021-02-01;3679959.6;3679959.6;FIBASOM;VCHD14923
Cheinmalt distribution;FAC/2021/0574;2021-02-01;4818011.06;4818011.06;MOURTAZA FAZLE ABASSE;VCHD14907
Quincaillerie de La Mer;FAC/2021/1166;2021-02-01;267615.0;267615.0;PALM BEACH RESORT & SPA;VQLM52964
Cheinmalt distribution;FAC/2021/0571;2021-02-01;6484256.1;6484256.1;FIBASOM;VCHD14913
Cheinmalt distribution;FAC/2021/0569;2021-02-01;394761.6;394761.6;QUINCAILLERIE SOA;VCHD14937
Cheinmalt distribution;FAC/2021/0567;2021-02-01;1399680.0;1399680.0;SOCIETE  TSARAHAZO SARL;VCHD14925
Cheinmalt distribution;FAC/2021/0566;2021-02-01;171000.0;171000.0;TROPICAL WOOD;VCHD14935
Quincaillerie de La Mer;FAC/2021/1155;2021-02-01;659400.0;659400.0;ORANGEA VILLAGE;VQLM52951
Cheinmalt distribution;FAC/2021/0564;2021-02-01;731587.2;731587.2;QUINCAILLERIE ALMAZ;VCHD14934
Cheinmalt distribution;ENLEV 18/11/20;2021-02-01;13901112.0;13901112.0;DELTA;VCHD13553
Cheinmalt distribution;FAC/2021/0563;2021-02-01;288000.0;288000.0;TECHMARINE;VCHD14930
Quincaillerie de La Mer;FAC/2021/1143;2021-02-01;146250.0;146250.0;DONNE ET FILS;VQLM52939
Quincaillerie de La Mer;FAC/2021/1138;2021-02-01;3102121.26;3102121.26;MOURTAZA VALIBHAY;VQLM52934
Cheinmalt distribution;FAC/2021/0559;2021-02-01;603190.8;603190.8;SOCIETE  TSARAHAZO SARL;VCHD14924
Quincaillerie de La Mer;FAC/2021/1135;2021-02-01;90720.0;90720.0;TROPICAL BOAT;VQLM52932
Quincaillerie de La Mer;FAC/2021/1132;2021-02-01;480000.06;480000.06;CENTRE COMMERCIALE DE NOSYBE;VQLM52928
Cheinmalt distribution;FAC/2021/0557;2021-02-01;13001040.0;13001040.0;ZOUZOU TSARA MANDRY;VCHD14929
Cheinmalt distribution;FAC/2021/0554;2021-02-01;1721347.2;1721347.2;QUINCAILLERIE ALMAZ;VCHD14920
Cheinmalt distribution;FAC/2021/0555;2021-02-01;2025388.8;2025388.8;ZOUZOU TSARA MANDRY;VCHD14919
Quincaillerie de La Mer;FAC/2021/1123;2021-02-01;39000.0;39000.0;BHAIDJY Mourtouza;VQLM30157
Quincaillerie de La Mer;FAC/2021/1122;2021-02-01;24075.0;24075.0;BHAIDJY Mourtouza;VQLM52862
Quincaillerie de La Mer;FAC/2021/1121;2021-02-01;1948380.0;1948380.0;BHAIDJY Mourtouza;VQLM52445
Quincaillerie de La Mer;FAC/2021/1120;2021-02-01;31411.0;31411.0;BHAIDJY Mourtouza;VQLM52673
Codigaz sarl;FAC/2021/0052;2021-01-30;9652500.36;9652500.36;Quincaillerie de La Mer;VCDG2217
Cheinmalt distribution;FAC/2018/2622;2018-11-08;559950.0;3559950.0;MAGASIN SOAFENO;VCHD2431
Cheinmalt distribution;FAC/2019/0528;2019-02-14;21148.08;337527.0;MAGASIN SOAFENO;VCHD3415
Cheinmalt distribution;FAC/2018/2110;2018-09-19;49142.0;1879200.0;MAGASIN SOAFENO;VCHD1949
Cheinmalt distribution;FAC/2021/0552;2021-01-30;4631040.0;4631040.0;JAMALY CONSTRUCTION;VCHD14918
Cheinmalt distribution;FAC/2020/3347;2020-08-07;1866240.0;1866240.0;VIMA SERV SARL;VCHD11216
Cheinmalt distribution;FAC/2019/3698;2019-10-15;41826.8;18241826.8;ZOUZOU TSARA MANDRY;VCHD6521
Cheinmalt distribution;FAC/2021/0551;2021-01-30;6525.0;6525.0;CHEINMALT MAISON;VCHD14917
Quincaillerie de La Mer;FAC/2021/1091;2021-01-30;2236380.07;2236380.07;ENAC;VQLM52886
Cheinmalt distribution;FAC/2021/0549;2021-01-30;688014.0;688014.0;TRANOMBAROTRA SOA VY;VCHD14915
Codigaz sarl;FAC/2019/0106;2019-03-02;0.08;3131000.08;RAZAFIARISON ROMY;VCDG916
Codigaz sarl;FAC/2019/0118;2019-03-08;0.05;2223000.05;RAZAFIARISON ROMY;VCDG934
Codigaz sarl;FAC/2019/0144;2019-03-22;0.05;2223000.05;RAZAFIARISON ROMY;VCDG960
Codigaz sarl;FAC/2019/0393;2019-07-19;0.08;1435000.0;RAZAFIARISON ROMY;VCDG1214
Codigaz sarl;FAC/2020/0301;2020-07-28;0.24;4130000.24;RAZAFIARISON ROMY;VCDG1922
Codigaz sarl;FAC/2020/0225;2020-06-02;0.16;2490000.16;RAZAFIARISON ROMY;VCDG1843
Codigaz sarl;FAC/2019/0787;2019-12-28;0.08;2270000.08;RAZAFIARISON ROMY;VCDG1603
Codigaz sarl;FAC/2019/0432;2019-07-31;0.06;2533500.06;RAZAFIARISON ROMY;VCDG1254
Codigaz sarl;FAC/2019/0402;2019-07-23;0.08;2730500.08;RAZAFIARISON ROMY;VCDG1222
Codigaz sarl;FAC/2019/0249;2019-05-14;0.06;2246500.06;RAZAFIARISON ROMY;VCDG1067
Codigaz sarl;FAC/2019/0184;2019-04-13;0.04;2109500.04;RAZAFIARISON ROMY;VCDG1000
Codigaz sarl;FAC/2018/0646;2018-11-06;0.04;1885000.04;RAZAFIARISON ROMY;VCDG684
Codigaz sarl;FAC/2019/0517;2019-09-03;0.16;3210000.16;RAZAFIARISON ROMY;VCDG1337
Codigaz sarl;FAC/2019/0323;2019-06-18;0.15;1996000.04;RAZAFIARISON ROMY;VCDG1145
Codigaz sarl;FAC/2019/0299;2019-06-05;0.06;2820500.06;RAZAFIARISON ROMY;VCDG1118
Codigaz sarl;FAC/2020/0335;2020-08-21;1100000.0;4130000.24;RAZAFIARISON ROMY;VCDG1958
Quincaillerie de La Mer;FAC/2021/1083;2021-01-30;2599680.0;2599680.0;MANDROSO;VQLM52839
Cheinmalt distribution;FAC/2021/0526;2021-01-29;16433314.56;16433314.56;ZOUZOU TSARA MANDRY;VCHD14896
Cheinmalt distribution;FAC/2021/0544;2021-01-29;10580.83;10580.83;BZ AGNES;VCHD14910
Cheinmalt distribution;FAC/2021/0542;2021-01-29;135561.6;135561.6;QUINCAILLERIE ALMAZ;VCHD14906
Cheinmalt distribution;FAC/2021/0489;2021-01-28;3913920.0;3913920.0;TAZARA MOUNY FIANARANTSOA;VCHD14854
Cheinmalt distribution;FAC/2021/0540;2021-01-29;2016835.2;2016835.2;STIMCO;VCHD14826
Cheinmalt distribution;FAC/2021/0538;2021-01-29;59400.0;59400.0;TECHMARINE;VCHD14904
Cheinmalt distribution;FAC/2021/0539;2021-01-29;1906740.0;1906740.0;FIBASOM;VCHD14833
Cheinmalt distribution;FAC/2021/0537;2021-01-29;8514695.7;8514695.7;FIBASOM;VCHD14819
Quincaillerie de La Mer;FAC/2021/1048;2021-01-29;1524999.96;1524999.96;TRANOMBAROTRA SOA VY;VQLM52826
Cheinmalt distribution;FAC/2021/0536;2021-01-29;113097.6;113097.6;ALL TRADE;VCHD14894
Cheinmalt distribution;FAC/2021/0527;2021-01-29;49086.0;49086.0;TRANOMBAROTRA SOA VY;VCHD14898
Cheinmalt distribution;FAC/2021/0529;2021-01-29;630666.0;630666.0;TRANOMBAROTRA SOA VY;VCHD14889
Cheinmalt distribution;FAC/2021/0530;2021-01-29;1640102.4;1640102.4;ETS KARIMJY MAMODBAY;VCHD14893
Cheinmalt distribution;FAC/2021/0531;2021-01-29;240192.0;240192.0;MANDROSO;VCHD14895
Cheinmalt distribution;FAC/2021/0533;2021-01-29;2.4;2.4;MOURTAZA VALIBHAY;VCHD14901
Cheinmalt distribution;FAC/2021/0534;2021-01-29;194650.56;194650.56;QUINCAILLERIE ALMAZ;VCHD14899
Cheinmalt distribution;FAC/2021/0532;2021-01-29;7240185.0;7240185.0;TRANOMBAROTRA SOA VY;VCHD14888
Cheinmalt distribution;FAC/2021/0455;2021-01-26;14515222.58;14515222.58;MAISON ABASSE;VCHD14822
Quincaillerie de La Mer;FAC/2021/1043;2021-01-29;1294986.0;1294986.0;CHANTIER TANA 10M2;VQLM52830
Cheinmalt distribution;FAC/2021/0522;2021-01-29;2070000.0;2070000.0;CHANTIER TANA 10M2;VCHD14890
Cheinmalt distribution;FAC/2021/0521;2021-01-29;1589868.0;1589868.0;TRANOMBAROTRA SOA VY;VCHD14887
Cheinmalt distribution;FAC/2019/0338;2019-01-30;7605.0;7605.0;BHAIDJY Mourtouza;VCHD3251
Cheinmalt distribution;FAC/2019/3885;2019-10-23;100.88;44722958.08;TSILAVINA;VCHD6718
Cheinmalt distribution;FAC/2019/1674;2019-05-14;881820.0;881820.0;Quincaillerie de La Mer;VCHD4525
Cheinmalt distribution;FAC/2019/0686;2019-02-26;1960279.86;1960279.86;Quincaillerie de La Mer;VCHD3557
Cheinmalt distribution;FAC/2019/0655;2019-02-23;243.6;243.6;MAGASIN SOAFENO;VCHD3536
Cheinmalt distribution;FAC/2019/4263;2019-11-14;6799996.8;6799996.8;ZARA STORE;VCHD7142
Cheinmalt distribution;FAC/2019/2223;2019-06-25;33300.0;33300.0;NEC (Nouvelle Entreprise de Construction);VCHD5059
Cheinmalt distribution;FAC/2019/2219;2019-06-25;103750.01000000001;103750.01000000001;CHANTIER TANA 10M2;VCHD5056
Cheinmalt distribution;FAC/2019/0527;2019-02-14;9298280.06;9298280.06;MAGASIN SOAFENO;VCHD3410
Cheinmalt distribution;FAC/2019/1612;2019-05-09;19710.0;19710.0;BHAIDJY Mourtouza;VCHD4470
Cheinmalt distribution;FAC/2019/4455;2019-11-25;276000.0;276000.0;BHAIDJY Mourtouza;VCHD7323
Cheinmalt distribution;FAC/2019/1602;2019-05-09;83196.0;83196.0;NEC (Nouvelle Entreprise de Construction);VCHD4456
Cheinmalt distribution;FAC/2019/1590;2019-05-08;42677.700000000004;42677.700000000004;BHAIDJY Mourtouza;VCHD4442
Cheinmalt distribution;FAC/2019/0398;2019-02-05;145260.0;145260.0;NEC (Nouvelle Entreprise de Construction);VCHD3315
Cheinmalt distribution;FAC/2019/1834;2019-05-24;283355.87;283355.87;Quincaillerie de La Mer;VCHD4689
Cheinmalt distribution;FAC/2019/0327;2019-01-29;1890.0;1890.0;BHAIDJY Mourtouza;VCHD3245
Cheinmalt distribution;FAC/2019/3503;2019-10-02;28327123.97;28327123.97;Quincaillerie de La Mer;VCHD6328
Cheinmalt distribution;FAC/2018/3012;2018-12-13;20554359.0;20554359.0;Quincaillerie de La Mer;VCHD2841
Cheinmalt distribution;FAC/2018/2992;2018-12-12;9845314.200000001;9845314.200000001;Quincaillerie de La Mer;VCHD2819
Cheinmalt distribution;FAC/2019/1544;2019-05-06;2235178.8;2235178.8;CAROMAD ;VCHD4391
Cheinmalt distribution;FAC/2018/2942;2018-12-07;495000.0;495000.0;CHANTIER TANA 10M2;VCHD2759
Cheinmalt distribution;FAC/2018/2939;2018-12-06;3137220.0;3137220.0;CONSTRUCT;VCHD2689
Cheinmalt distribution;FAC/2019/2984;2019-08-28;280584.9;280584.9;Quincaillerie de La Mer;VCHD5835
Cheinmalt distribution;FAC/2019/1402;2019-04-25;1069023.09;1069023.09;CAROMAD ;VCHD4250
Cheinmalt distribution;FAC/2019/1393;2019-04-24;13355291.700000001;13355291.700000001;Quincaillerie de La Mer;VCHD4235
Cheinmalt distribution;FAC/2019/2084;2019-06-14;22500.0;22500.0;CHANTIER TANA 10M2;VCHD4922
Cheinmalt distribution;FAC/2019/0120;2019-01-14;7866000.0;7866000.0;Quincaillerie de La Mer;VCHD3068
Cheinmalt distribution;FAC/2018/2721;2018-11-17;1678522.5;1678522.5;MAISON SALMA;VCHD2543
Cheinmalt distribution;FAC/2018/2688;2018-11-15;4626.0;4626.0;CHEINMALT CHANTIER ANKADIVATO;VCHD2507
Cheinmalt distribution;FAC/2019/1342;2019-04-18;1412470.8;1412470.8;LE CHALET;VCHD4193
Cheinmalt distribution;FAC/2019/0040;2019-01-07;540.0;540.0;Quincaillerie de La Mer;VCHD2982
Cheinmalt distribution;FAC/2018/2500;2018-10-26;269496.0;269496.0;CAROMAD ;VCHD2269
Cheinmalt distribution;FAC/2019/1335;2019-04-17;30969.0;30969.0;LE CHALET;VCHD4186
Cheinmalt distribution;FAC/2018/2447;2018-10-24;617340.0;617340.0;CAROMAD ;VCHD2270
Cheinmalt distribution;FAC/2018/2431;2018-10-22;471784.8;684787.5;MAGASIN SOAFENO;VCHD2271
Cheinmalt distribution;FAC/2019/4117;2019-11-06;56700.0;56700.0;NEC (Nouvelle Entreprise de Construction);VCHD6992
Cheinmalt distribution;FAC/2018/1886;2018-08-28;1200000.0;1200000.0;CHANTIER TANA 10M2;VCHD1763
Cheinmalt distribution;FAC/2019/3417;2019-09-26;370379.63;370379.63;FATIMABAY AKBARALLY;VCHD6240
Cheinmalt distribution;FAC/2019/4910;2019-12-23;804600.0;804600.0;CHANTIER TANA 10M2;VCHD7811
Cheinmalt distribution;FAC/2019/2414;2019-07-08;15374079.24;16783016.04;SHAEDA;VCHD5226
Cheinmalt distribution;FAC/2019/3402;2019-09-26;12204.0;12204.0;NEC (Nouvelle Entreprise de Construction);VCHD6227
Cheinmalt distribution;FAC/2019/1228;2019-04-10;339999.84;339999.84;LE CHALET;VCHD4091
Cheinmalt distribution;FAC/2018/3093;2018-12-21;450000.0;450000.0;CHANTIER TANA 10M2;VCHD2915
Cheinmalt distribution;FAC/2018/1073;2018-05-18;1.82;3850523.86;SODITRADE;VCHD704
Cheinmalt distribution;FAC/2019/0596;2019-02-20;1025320219.28;1425320219.28;Quincaillerie de La Mer;VCHD3486
Cheinmalt distribution;FAC/2019/0545;2019-02-15;913500.0;913500.0;Quincaillerie de La Mer;VCHD3432
Cheinmalt distribution;FAC/2019/2198;2019-06-22;5052534.44;238464000.0;ROUNAKALA;VCHD5034
Cheinmalt distribution;FAC/2019/2172;2019-06-21;348993.0;348993.0;BHAIDJY Mourtouza;VCHD5013
Cheinmalt distribution;FAC/2019/2145;2019-06-19;4139668.8200000003;4139668.8200000003;CHANTIER TANA 10M2;VCHD4766
Cheinmalt distribution;FAC/2019/2142;2019-06-19;73229.40000000001;73229.40000000001;Quincaillerie de La Mer;VCHD4978
Cheinmalt distribution;FAC/2019/1476;2019-05-02;1.18;692455.4;MAISON TARALILA;VCHD4336
Cheinmalt distribution;FAC/2019/2122;2019-06-17;10563605.02;10563605.02;Quincaillerie de La Mer;VCHD4956
Cheinmalt distribution;FAC/2018/2951;2018-12-07;21924725.98;21924725.98;Quincaillerie de La Mer;VCHD2739
Cheinmalt distribution;FAC/2019/1554;2019-05-07;3460000.0100000002;3460000.0100000002;Quincaillerie de La Mer;VCHD4418
Cheinmalt distribution;FAC/2019/4204;2019-11-09;414000.0;414000.0;BHAIDJY Mourtouza;VCHD7074
Cheinmalt distribution;FAC/2019/4202;2019-11-09;3115968.48;3115968.48;Quincaillerie de La Mer;VCHD7062
Cheinmalt distribution;FAC/2019/4416;2019-11-22;4153500.0;4153500.0;Quincaillerie de La Mer;VCHD7306
Cheinmalt distribution;FAC/2019/2480;2019-07-13;18306.0;18306.0;NEC (Nouvelle Entreprise de Construction);VCHD5303
Cheinmalt distribution;FAC/2019/2083;2019-06-13;4266.0;4266.0;BHAIDJY Mourtouza;VCHD4918
Cheinmalt distribution;FAC/2019/4173;2019-11-08;457860.0;457860.0;NEC (Nouvelle Entreprise de Construction);VCHD6988
Cheinmalt distribution;FAC/2019/1367;2019-04-19;1702296.0;1702296.0;Quincaillerie de La Mer;VCHD4220
Cheinmalt distribution;FAC/2019/4160;2019-11-07;276000.0;276000.0;CHANTIER TANA 10M2;VCHD7025
Cheinmalt distribution;FAC/2018/2606;2018-11-08;307440.0;307440.0;Quincaillerie de La Mer;VCHD2409
Cheinmalt distribution;FAC/2019/3445;2019-09-30;13678245.6;13678245.6;Quincaillerie de La Mer;VCHD6270
Cheinmalt distribution;FAC/2018/2579;2018-11-03;148500.0;148500.0;BHAIDJY Mourtouza;VCHD2387
Cheinmalt distribution;FAC/2019/1348;2019-04-18;7077797.600000001;9970797.6;ZARA TOURS;VCHD4199
Cheinmalt distribution;FAC/2019/0036;2019-01-05;17845947.0;17845947.0;Quincaillerie de La Mer;VCHD2981
Cheinmalt distribution;FAC/2019/4563;2019-12-03;189000.0;189000.0;CHANTIER TANA 10M2;VCHD7462
Cheinmalt distribution;FAC/2019/3438;2019-09-28;1232123.57;1232123.57;QUINCAILLERIE SOA;VCHD6245
Cheinmalt distribution;FAC/2018/2381;2018-10-18;25545006.900000002;25545006.900000002;Quincaillerie de La Mer;VCHD2120
Cheinmalt distribution;FAC/2019/2031;2019-06-08;414000.0;414000.0;BHAIDJY Mourtouza;VCHD4865
Cheinmalt distribution;FAC/2019/4554;2019-12-03;41085.0;41085.0;NEC (Nouvelle Entreprise de Construction);VCHD7454
Cheinmalt distribution;FAC/2019/4911;2019-12-23;3245256.22;3567186.22;SIMA;VCHD7812
Cheinmalt distribution;FAC/2019/0910;2019-03-18;222372.0;222372.0;Quincaillerie de La Mer;VCHD3782
Cheinmalt distribution;FAC/2019/4493;2019-11-28;21984763.06;21984763.06;Quincaillerie de La Mer;VCHD7329
Cheinmalt distribution;FAC/2019/0975;2019-03-21;937200.0;937200.0;Quincaillerie de La Mer;VCHD3837
Cheinmalt distribution;FAC/2019/1024;2019-03-26;130063997.69;130063997.69;Quincaillerie de La Mer;VCHD3856
Cheinmalt distribution;FAC/2019/4309;2019-11-16;1127808.0;1127808.0;Quincaillerie de La Mer;VCHD6943
Cheinmalt distribution;FAC/2019/3595;2019-10-08;850067.6;850067.6;Quincaillerie de La Mer;VCHD6426
Cheinmalt distribution;FAC/2019/4683;2019-12-10;27110253.6;27110253.6;Quincaillerie de La Mer;VCHD7574
Cheinmalt distribution;FAC/2019/4521;2019-11-30;10799.1;10799.1;Quincaillerie de La Mer;VCHD7419
Cheinmalt distribution;FAC/2019/1895;2019-05-29;4784900.96;4784900.96;Quincaillerie de La Mer;VCHD4747
Cheinmalt distribution;FAC/2019/2815;2019-08-13;10612000.8;10612000.8;Quincaillerie de La Mer;VCHD5647
Cheinmalt distribution;FAC/2019/4788;2019-12-16;5040000.0;5040000.0;Quincaillerie de La Mer;VCHD7694
Cheinmalt distribution;FAC/2019/4795;2019-12-16;12001500.0;12001500.0;Quincaillerie de La Mer;VCHD7703
Cheinmalt distribution;FAC/2019/4801;2019-12-17;12846072.6;12846072.6;Quincaillerie de La Mer;VCHD7706
Cheinmalt distribution;FAC/2019/4816;2019-12-17;496359.0;496359.0;Quincaillerie de La Mer;VCHD7712
Cheinmalt distribution;FAC/2019/4823;2019-12-17;256608.0;256608.0;Quincaillerie de La Mer;VCHD7728
Cheinmalt distribution;FAC/2019/4827;2019-12-17;1301760.0;1301760.0;Quincaillerie de La Mer;VCHD7732
Cheinmalt distribution;FAC/2019/3910;2019-10-24;140261.24;140261.24;Quincaillerie de La Mer;VCHD6759
Cheinmalt distribution;FAC/2019/3956;2019-10-26;3754410.34;3754410.34;Quincaillerie de La Mer;VCHD6804
Cheinmalt distribution;FAC/2019/1180;2019-04-06;99500.0;99500.0;Quincaillerie de La Mer;VCHD4045
Cheinmalt distribution;FAC/2019/1192;2019-04-08;2096942.4000000001;2096942.4000000001;Quincaillerie de La Mer;VCHD4053
Cheinmalt distribution;FAC/2018/2235;2018-10-02;23308506.900000002;23308506.900000002;Quincaillerie de La Mer;VCHD1993
Cheinmalt distribution;FAC/2019/2047;2019-06-12;2433528.27;2433528.27;Quincaillerie de La Mer;VCHD4887
Cheinmalt distribution;FAC/2018/2502;2018-10-26;1978200.0;1978200.0;Quincaillerie de La Mer;VCHD2313
Cheinmalt distribution;FAC/2019/2139;2019-06-18;10420939.8;10420939.8;Quincaillerie de La Mer;VCHD4975
Cheinmalt distribution;FAC/2019/3253;2019-09-17;18496920.0;18496920.0;Quincaillerie de La Mer;VCHD6094
Cheinmalt distribution;FAC/2019/2568;2019-07-20;677851.2000000001;677851.2000000001;Quincaillerie de La Mer;VCHD5392
Cheinmalt distribution;FAC/2019/1698;2019-05-15;126510.12000000001;126510.12000000001;Quincaillerie de La Mer;VCHD4546
Cheinmalt distribution;FAC/2019/1711;2019-05-16;141858.0;141858.0;Quincaillerie de La Mer;VCHD4561
Cheinmalt distribution;FAC/2019/0797;2019-03-08;6528000.0;6528000.0;Quincaillerie de La Mer;VCHD3674
Cheinmalt distribution;FAC/2019/0936;2019-03-19;2199034.94;2199034.94;Quincaillerie de La Mer;VCHD3794
Cheinmalt distribution;FAC/2019/3571;2019-10-07;369779.58;369779.58;Quincaillerie de La Mer;VCHD6400
Cheinmalt distribution;FAC/2019/4308;2019-11-16;8856540.0;8856540.0;Quincaillerie de La Mer;VCHD7192
Cheinmalt distribution;FAC/2019/1058;2019-03-27;1980261.0;1980261.0;Quincaillerie de La Mer;VCHD3921
Cheinmalt distribution;FAC/2019/1848;2019-05-25;25299016.8;25299016.8;Quincaillerie de La Mer;VCHD4703
Cheinmalt distribution;FAC/2019/3602;2019-10-08;283355.87;283355.87;Quincaillerie de La Mer;VCHD6432
Cheinmalt distribution;FAC/2019/1154;2019-04-04;11164132.3;11164132.3;Quincaillerie de La Mer;VCHD4016
Cheinmalt distribution;FAC/2019/3624;2019-10-10;2400000.0;2400000.0;Quincaillerie de La Mer;VCHD6456
Cheinmalt distribution;FAC/2019/2680;2019-07-31;11989691.200000001;11989691.200000001;Quincaillerie de La Mer;VCHD5509
Cheinmalt distribution;FAC/2019/3174;2019-09-12;3557313.0;3557313.0;Quincaillerie de La Mer;VCHD5938
Cheinmalt distribution;FAC/2019/2757;2019-08-06;4140617.7600000002;4140617.7600000002;Quincaillerie de La Mer;VCHD5281
Cheinmalt distribution;FAC/2019/2269;2019-06-28;53541760.0;643541760.0;Quincaillerie de La Mer;VCHD5102
Cheinmalt distribution;FAC/2019/3803;2019-10-18;670553.64;670553.64;Quincaillerie de La Mer;VCHD6637
Cheinmalt distribution;FAC/2019/3277;2019-09-18;15191934.17;15191934.17;Quincaillerie de La Mer;VCHD6096
Cheinmalt distribution;FAC/2019/3775;2019-10-18;2047663.81;2047663.81;Quincaillerie de La Mer;VCHD6605
Cheinmalt distribution;FAC/2019/3988;2019-10-29;3318265.44;3318265.44;Quincaillerie de La Mer;VCHD6838
Cheinmalt distribution;FAC/2018/2166;2018-09-26;434700.0;434700.0;Quincaillerie de La Mer;VCHD1931
Cheinmalt distribution;FAC/2019/1949;2019-06-03;238464.0;238464.0;Quincaillerie de La Mer;VCHD4721
Cheinmalt distribution;FAC/2019/2407;2019-07-06;13740403.71;13740403.71;Quincaillerie de La Mer;VCHD5224
Cheinmalt distribution;FAC/2019/1207;2019-04-09;1148283.0;1148283.0;Quincaillerie de La Mer;VCHD4076
Cheinmalt distribution;FAC/2018/1678;2018-08-02;3816000.0;3816000.0;Quincaillerie de La Mer;VCHD1532
Cheinmalt distribution;FAC/2018/3092;2018-12-21;437889.60000000003;437889.60000000003;Quincaillerie de La Mer;VCHD2852
Cheinmalt distribution;FAC/2018/3102;2018-12-24;11739571.8;11739571.8;Quincaillerie de La Mer;VCHD2926
Cheinmalt distribution;FAC/2018/1917;2018-08-30;497322.0;497322.0;Quincaillerie de La Mer;VCHD1779
Cheinmalt distribution;FAC/2018/2380;2018-10-18;9512286.0;9512286.0;Quincaillerie de La Mer;VCHD2057
Cheinmalt distribution;FAC/2019/4556;2019-12-03;10859001.6;10859001.6;Quincaillerie de La Mer;VCHD7444
Cheinmalt distribution;FAC/2019/4919;2019-12-24;5404726.8;5404726.8;Quincaillerie de La Mer;VCHD7819
Cheinmalt distribution;FAC/2019/4564;2019-12-03;2607120.0;2607120.0;Quincaillerie de La Mer;VCHD7461
Cheinmalt distribution;FAC/2018/2521;2018-10-29;7155918.0;7155918.0;Quincaillerie de La Mer;VCHD2324
Cheinmalt distribution;FAC/2018/2525;2018-10-29;8703261.0;8703261.0;Quincaillerie de La Mer;VCHD2323
Cheinmalt distribution;FAC/2019/3444;2019-09-30;4801411.36;4801411.36;Quincaillerie de La Mer;VCHD6242
Cheinmalt distribution;FAC/2019/2456;2019-07-11;37303343.18;37303343.18;Quincaillerie de La Mer;VCHD5274
Cheinmalt distribution;FAC/2019/2950;2019-08-24;3903012.0;3903012.0;Quincaillerie de La Mer;VCHD5803
